"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","significant","significant_strict","higher_in_Dsim","lower_in_Dsim"
"Vsx2_OG0007374",75.1976524456998,-1.14634716901662,0.545525800924484,-2.10136196505086,0.119317921067705,0.660760022255864,-1.14634716901662,0.0356092040916614,0.113415488397103,-0.838892791861379,1,FALSE,FALSE,FALSE,FALSE
"Vsx1_OG0011668",277.35119023464,-0.691813438307823,0.293952308983925,-2.35348870263732,0.257053980201515,0.989980654520198,-0.691813438307823,0.0185981730071207,0.0700590678383399,-0.611518608603796,1,FALSE,FALSE,FALSE,FALSE
"tweek_OG0009459",2635.79255750297,0.205063080894041,0.229074097032118,0.89518231677364,0.902085407516576,0.999999999999989,0.205063080894041,0.37068963594797,0.563610912671349,0.187963369777656,1,FALSE,FALSE,FALSE,FALSE
"CG34434_OG0003115",12.6087956656953,-0.763035546683811,1.15918128635721,-0.658253851804055,0.548191229153175,0.999999999999989,-0.763035546683811,0.510375026219228,0.681402739086977,-0.212846076479189,1,FALSE,FALSE,FALSE,FALSE
"RhoGAP5A_OG0007373",855.261022682154,0.0541041696515645,0.138305169543852,0.391194124051956,0.9993987595948,0.999999999999989,0.0541041696515645,0.69565375127594,0.823356683303679,0.0533648797551954,1,FALSE,FALSE,FALSE,FALSE
"Mlc-c_OG0007372",3456.7870988838,0.0467297269913379,0.180236596217538,0.259268805403632,0.995255134140786,0.999999999999989,0.0467297269913379,0.795427846353547,0.888842670839555,0.0438349905482915,1,FALSE,FALSE,FALSE,FALSE
"Pop1_OG0007371",569.766879372843,-0.279914784002715,0.160553320365116,-1.74343815105261,0.914780699736163,0.999999999999989,-0.279914784002715,0.081257109059929,0.205562261202651,-0.265623522804696,1,FALSE,FALSE,FALSE,FALSE
"OtopLa_OG0007370",1254.41013305308,-0.938675999507583,0.5190660133256,-1.80839426086402,0.201808883707037,0.875099679989903,-0.938675999507583,0.0705451605286822,0.185642172235977,-0.67316410544717,1,FALSE,FALSE,FALSE,FALSE
"OtopLc_OG0000509_OG1",241.948885464445,-2.82341912804489,0.622272348299629,-4.53727236275232,9.43652826944512e-05,0.00238661473989858,-2.82341912804489,5.69864891834058e-06,8.84823446767027e-05,-2.55252766369511,0.0472579440151765,TRUE,TRUE,TRUE,FALSE
"Sirt4_OG0003114",415.976626410031,0.550793327833578,0.291489992962968,1.88957885735568,0.430989017538309,0.999999999999989,0.550793327833578,0.0588143070370104,0.162347340352794,0.481281269088564,1,FALSE,FALSE,FALSE,FALSE
"ApepP_OG0000963",2716.31393713103,0.331405942864525,0.128297610106197,2.58310301018241,0.905591320204176,0.999999999999989,0.331405942864525,0.00979160828013414,0.0432620675609889,0.323086322938521,1,FALSE,FALSE,FALSE,FALSE
"CG4119_OG0007369",2827.67757930051,-0.307369218911767,0.0928701393854702,-3.30966682020352,0.980969398955244,0.999999999999989,-0.307369218911767,0.000934070858715731,0.0068403263705802,-0.301318951561385,1,FALSE,FALSE,FALSE,FALSE
