"group","group_type","source_file","n_genes","SIM_to_SUZ","MEL_to_SUZ","delta","z_score","analytical_p","empirical_p"
"Whole transcriptome","Reference",NA,7658,0.145025660035427,0.114475070147655,0.0305505898877716,19.3633936324801,0,NA
