"","EREC10LA","ERED7Lar","EREF6Lar","MELA5LA","MELE7LA","MELG6Lar","SUZF11LA","SUZF8LA","SUZH10LAR","SIMC11Lar","SIMD11Lar","SIMF7LA","SECA11Lar","SECC7Lar","SECD8Lar","SANB6LA","SAND9LA","SANH4Lar"
"stj_OG0007294",216.344289157117,58.5089992794208,279.122552807657,303.73877884308,152.245006244023,365.59867027433,385.259805063563,165.095118971248,317.772561367811,591.128966011037,995.326950425316,595.663182390539,384.934252073468,211.386961001575,1064.62014675305,659.051314903794,596.436255883837,557.008718860799
"Cpr50Cb_OG0007293",7.31599045458851,5.68837492994369,2.49216565006836,296.482220986761,59.7417113109457,134.814509663659,501.221089672248,2919.30099260271,500.800573745738,127.588394837786,4.23543383159709,166.785691069351,50.2440497443263,148.486450654765,249.6065369978,102.72110149535,467.832852662704,391.927505811328
"CG6280_OG0007289",360.573815261862,234.848622107675,129.592613803555,307.885383332406,659.085976398176,248.302430227982,189.754829359665,78.616723319642,263.874741771857,57.8278336315145,76.2378089687476,53.4042853177724,41.3297828542039,30.9346772197427,5.5161665634873,83.6313392705504,14.176753110991,4.4920057972645
"nolo_OG0009577",437.914285781798,342.927745776605,505.909626963878,453.016540458792,354.59596391013,628.372714534004,437.969479885692,172.956791303212,355.950183581612,498.420851776387,1041.91672257288,582.517512158472,560.78842617861,315.533707641376,453.70469984683,1630.81111577573,1327.55166632209,1152.19948699835
"tei_OG0007288",112.875281299366,26.0039996797426,126.26972627013,86.0420431535006,85.7582630108737,178.991015655141,512.721382360712,131.027872199403,288.57790908667,79.8574845387581,178.947079384977,102.700548688024,272.290334098285,102.084434825151,281.324494737852,366.341627456867,282.522436997607,278.504359430399
"CG13337_OG0011662",28.2188203248414,4.87574993995173,24.0909346173275,36.2827892815966,8.67218389997599,23.6115807885505,24.9173008250066,5.24111488797613,21.3345535900651,41.3055954510818,48.7074890633665,55.0474940967808,60.7790924326528,79.3990048640063,26.2017911765647,39.0885607460181,12.1515026665637,32.5670420301677
"CG34236_OG0011954",8.36113194810116,0,0,1.03665112233133,0,14.4716140316922,0,0,1.12287124158237,0.917902121135151,18.0005937842876,0.821604389504191,78.6076262128976,58.7758867175111,85.5005817340531,9.99939926060929,30.3787566664094,22.4600289863225
"eEF2_OG0009576",186246.30442694,184277.343730496,187853.63164897,146225.860711568,166681.301709516,176491.23474714,285405.638722797,365400.04775992,278443.996131389,172324.19051555,156085.266420474,175496.340806874,134790.198481844,151892.358616659,200718.131787253,177523.880255079,200654.7256573,195093.426782444
"fand_OG0007285",1591.75049461976,1769.89722820248,1811.8044275997,1850.42225336143,1719.98314016191,1681.75388326192,1849.63040739472,1719.08568325617,2073.94318320264,1800.92396166717,1872.06175356591,1784.5247340031,1645.08743517714,1571.48160276293,1548.66376269906,1486.27434464511,1426.78893809903,1428.45784353011
"CG6191_OG0007284",2997.46580339427,2522.38796893503,3154.25099110319,1913.65797182364,2023.50957666107,2033.64260340096,3191.33122104892,4559.76995253923,2946.41413791214,1800.92396166717,2803.85719651727,2368.68545494058,2215.60051614497,3204.83255996534,2593.9773264799,1874.43284321603,2340.17688853573,3089.37698706866
"CG42808_OG0007283",1186.23559513685,1404.2159827061,1086.58422342981,1050.12758692164,1064.75146771928,746.430618476757,1730.79404961392,4182.40968060495,1795.47111529021,492.913439049576,320.834112743479,584.16072093748,756.902297761303,1287.91372824862,762.610027402119,1016.30257939647,1113.88774443501,1209.47256091347
"CG42807_OG0007282",194.396317793352,47.9448744095254,142.884163937253,1517.65724309307,1627.47984522883,1429.64313355191,102.544276472142,110.063412647499,51.6520771127891,884.857644774285,674.492837681836,1093.55544243008,347.656408714774,1051.77902547125,988.772856505098,73.6319400099411,81.0100177770916,95.4551231918707
"Roe1_OG0007279",938.537061174355,961.335363160483,1016.80358522789,1083.30042283624,675.466768209241,826.405327599266,989.025171207953,1491.09718562921,812.958778905637,683.837080245687,675.551696139736,616.203292128143,868.735827837384,1161.08155164768,969.466273532892,861.766409005237,1060.21860765769,1222.94857830526
