"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","significant","significant_strict","higher_in_Dsim","lower_in_Dsim"
"CalpA_OG0003035",3224.95154945043,0.554384564626794,0.223757165375919,2.47761703494684,0.403983889982932,0.889653032406308,0.554384564626794,0.0132263023609609,0.0334337210376377,0.529750326849579,1,FALSE,FALSE,FALSE,FALSE
"wb_OG0009175",130.270537343457,0.0910047802897432,0.476242060494336,0.191089338466411,0.912081099330801,0.999999999999217,0.0910047802897432,0.848455600400121,0.899591734894986,0.0780109907983508,1,FALSE,FALSE,FALSE,FALSE
"Dyrk2_OG0003592_OG0",1454.2962636759,-0.724521486938239,0.31394001916971,-2.3078341170215,0.23729901274408,0.623457888101114,-0.724521486938239,0.0210083645673111,0.0491547643059188,-0.664659377262929,1,FALSE,FALSE,FALSE,FALSE
"CG43333_OG0003593_OG0",204.086690692348,1.86145383702735,0.394425701324793,4.71940299725681,0.000278496113599419,0.00246205618265865,1.86145383702735,2.36537806190831e-06,1.65088584078992e-05,1.74901025296213,0.129869818559278,TRUE,FALSE,FALSE,TRUE
"CG31769_OG0009409",243.340989865549,0.125970136514973,0.447252291526268,0.281653417772539,0.87932034277642,0.999999999999217,0.125970136514973,0.778209276134435,0.850987165271576,0.10427142238097,1,FALSE,FALSE,FALSE,FALSE
"CG15293_OG0001249",1101.26193479597,0.387005451344027,0.646647443098005,0.598479829271317,0.654436280020044,0.999999999999217,0.387005451344027,0.549519813858016,0.670201085432353,0.274599797153216,1,FALSE,FALSE,FALSE,FALSE
"CG46301_OG0009410",43.2887072283933,-0.862346809665151,0.681921063668669,-1.2645845034113,0.320452824134809,0.765855714377711,-0.862346809665151,0.206020311037607,0.31902750705571,-0.608217322455162,1,FALSE,FALSE,FALSE,FALSE
"Fak_OG0007040",1830.32989062863,0.0978156978197695,0.184435867989387,0.530350733217457,0.985989071869703,0.999999999999217,0.0978156978197695,0.595868777624555,0.708157964736557,0.094938668709886,1,FALSE,FALSE,FALSE,FALSE
"CG32679_OG0000370_OG1",41.5213432964132,1.79038662916475,0.941574659596157,1.90148132271598,0.0927696606856319,0.311921597574609,1.79038662916475,0.0572389966181759,0.113380354019814,1.14528542689935,0.987359727453234,FALSE,FALSE,FALSE,FALSE
"CG18095_OG0011804",8.03960297160118,0.837285591800692,1.98030783197682,0.422805777102281,0.682124532772458,0.999999999999217,0.837285591800692,0.672436972328011,0.767273357336409,0.158737993530133,1,FALSE,FALSE,FALSE,FALSE
"hll_OG0000958",224.166264974817,-0.654628003392262,0.929714325800298,-0.704117367266293,0.541087043533836,0.999999999999217,-0.654628003392262,0.481359685376174,0.608160656330215,-0.34390009827246,1,FALSE,FALSE,FALSE,FALSE
"bgm_OG0009412",537.632929007919,2.56513137281026,0.633081174745956,4.05182064344214,0.000553726247288582,0.00449067410301062,2.56513137281026,5.08206179356858e-05,0.000257461395871391,2.30977337338061,0.0685520647367403,TRUE,FALSE,FALSE,TRUE
"rk_OG0009402",304.451862029869,0.147807320911702,0.389274603644781,0.379699367818454,0.865240940119907,0.999999999999217,0.147807320911702,0.704168589496697,0.793216844148482,0.128571967653655,1,FALSE,FALSE,FALSE,FALSE
"NimC2_OG0003655_OG0",344.598998191862,-1.40559618471747,1.00705774796173,-1.39574536570756,0.213489311657481,0.577126891265801,-1.40559618471747,0.162791187866272,0.266156268998955,-0.759151282210488,1,FALSE,FALSE,FALSE,FALSE
