"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","threshold_padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","pvalue","padj","significant","significant_strict","higher_in_Dere","lower_in_Dere"
"DCTN5-p25_OG0003403_OG0",397.21774144277,-3.07994977572246,0.212399926938458,-14.5007101467359,2.98785182842942e-34,6.8185558121809e-32,-3.07994977572246,1.19902952189341e-47,2.7362969065907e-45,-3.05062530107683,1.26449213885682e-20,2.98785182842942e-34,6.8185558121809e-32,TRUE,TRUE,TRUE,FALSE
"CG11241_OG0003815_OG0",857.896024511827,-5.99013978139054,0.455483422861438,-13.1511696820035,9.3016352242871e-34,2.07447605581658e-31,-5.99013978139054,1.67562117108199e-39,2.93622688425493e-37,-5.92103945855311,8.27395335942741e-26,9.3016352242871e-34,2.07447605581658e-31,TRUE,TRUE,TRUE,FALSE
"PolA1_OG0000844_OG0",1238.89901264078,-2.91792756382719,0.202297712156249,-14.4239276496289,3.15677794405246e-33,6.88388043666374e-31,-2.91792756382719,3.65912854257723e-47,8.16068827007054e-45,-2.89274751529992,2.42957675716085e-19,3.15677794405246e-33,6.88388043666374e-31,TRUE,TRUE,TRUE,FALSE
"CG11670_OG0005008",983.80204527597,2.39025174764857,0.163715016536235,14.6000763901798,3.86734012360386e-31,8.25004535498363e-29,2.39025174764857,2.80530866946746e-48,7.24434051933794e-46,2.37156631413295,1.46678212118829e-15,3.86734012360386e-31,8.25004535498363e-29,TRUE,TRUE,FALSE,TRUE
"noc_OG0003588_OG0",3376.57914443606,-2.50559271523249,0.174666163235209,-14.3450378071133,8.08320308872221e-31,1.68766961509853e-28,-2.50559271523249,1.14437897521029e-46,2.49550908527524e-44,-2.48257760750624,5.14057947730032e-16,8.08320308872221e-31,1.68766961509853e-28,TRUE,TRUE,TRUE,FALSE
"CG13229_OG0002787_OG0",2145.92719984769,-2.1523504178636,0.144611373434441,-14.8836869932596,1.54775498835429e-30,3.16419160431681e-28,-2.1523504178636,4.20663871731459e-50,1.11566880359481e-47,-2.13115725612939,9.96702291326795e-14,1.54775498835429e-30,3.16419160431681e-28,TRUE,TRUE,TRUE,FALSE
"blot_OG0010924",2564.19530960962,-2.74813464031837,0.2005870662799,-13.7004578175724,1.867324414262e-29,3.73960295452102e-27,-2.74813464031837,1.00886171476841e-42,1.97999200140448e-40,-2.72117749257168,2.26262757547147e-16,1.867324414262e-29,3.73960295452102e-27,TRUE,TRUE,TRUE,FALSE
"cmet_OG0000199_OG1",1486.10264725662,3.97706303676326,0.311982043833635,12.7477305677375,3.78405801934387e-29,7.42659226876428e-27,3.97706303676326,3.20953079792067e-37,4.9211133937493e-35,3.93111133864789,1.36930914916712e-19,3.78405801934387e-29,7.42659226876428e-27,TRUE,TRUE,FALSE,TRUE
"CG3407_OG0008782",325.075661288812,-2.44006848340534,0.174560179111845,-13.9783798104489,5.35998145086879e-29,1.03132348975246e-26,-2.44006848340534,2.11242354829573e-44,4.31858589154708e-42,-2.41899407946708,1.05289122996261e-14,5.35998145086879e-29,1.03132348975246e-26,TRUE,TRUE,TRUE,FALSE
"CG18004_OG0001593_OG0",494.527306532581,-8.74143272327803,0.741685181983609,-11.785907195691,5.49810543590088e-29,1.0375559354326e-26,-8.74143272327803,4.6142486767304e-32,5.95784503483624e-30,-8.62619085887096,1.9976959153166e-23,5.49810543590088e-29,1.0375559354326e-26,TRUE,TRUE,TRUE,FALSE
"CG11248_OG0003830_OG0",549.248630545718,-2.25449869427683,0.158493867577647,-14.224516877111,8.78759606206303e-29,1.62703170107593e-26,-2.25449869427683,6.45485840540526e-46,1.34769203260089e-43,-2.23537516319128,1.47796820680341e-13,8.78759606206303e-29,1.62703170107593e-26,TRUE,TRUE,TRUE,FALSE
"Atg18b_OG0001271_OG0",759.18624736814,-3.46178951768371,0.271296220833853,-12.7601833414546,4.77064737874326e-28,8.66932643103845e-26,-3.46178951768371,2.73556469466943e-37,4.32969295948244e-35,-3.42069948255657,1.0035667861418e-17,4.77064737874326e-28,8.66932643103845e-26,TRUE,TRUE,TRUE,FALSE
"Î±-Est4_OG0000244_OG0",115.763634382148,-6.75460568904038,0.577271167339267,-11.7009233635787,1.1776634585388e-27,2.10116573066205e-25,-6.75460568904038,1.26074120870537e-31,1.60670824428907e-29,-6.65093821569116,2.33150214789029e-21,1.1776634585388e-27,2.10116573066205e-25,TRUE,TRUE,TRUE,FALSE
"CG8677_OG0000970_OG0",3342.03300006679,-13.5092828973547,1.2021402415785,-11.2376929330775,1.35755352319952e-27,2.37887012913516e-25,-13.5092828973547,2.66249580373835e-29,2.93562599124544e-27,-13.3255015478777,2.72406987701975e-23,1.35755352319952e-27,2.37887012913516e-25,TRUE,TRUE,TRUE,FALSE
"CG2790_OG0005863",635.93486882483,-1.93693448081641,0.133277740304979,-14.5330681356401,2.10473213604824e-27,3.62346253527042e-25,-1.93693448081641,7.47939519107565e-48,1.79012939048842e-45,-1.92182242383204,1.0344843578656e-10,2.10473213604824e-27,3.62346253527042e-25,TRUE,TRUE,TRUE,FALSE
"sgll_OG0002123",726.337099194361,-2.45677160847501,0.181798161952707,-13.5137318336261,2.56138958886533e-27,4.33360621302336e-25,-2.45677160847501,1.29772699958122e-41,2.40275378243218e-39,-2.43314758147716,7.12581920028424e-14,2.56138958886533e-27,4.33360621302336e-25,TRUE,TRUE,TRUE,FALSE
"CG3939_OG0008123",893.709607350186,6.15480988956579,0.528473384235143,11.6463952077239,5.07389788551359e-27,8.43901016110929e-25,6.15480988956579,2.39371800037756e-31,2.98896008533435e-29,6.05691963991323,1.81002591650778e-20,5.07389788551359e-27,8.43901016110929e-25,TRUE,TRUE,FALSE,TRUE
"ND-B14_OG0001597_OG0",1132.6248748416,-10.1534299341104,0.902579617483983,-11.2493454731605,5.34916171206372e-27,8.74855398008022e-25,-10.1534299341104,2.33316986806186e-29,2.60174953582853e-27,-9.99771198101549,4.12874802647385e-22,5.34916171206372e-27,8.74855398008022e-25,TRUE,TRUE,TRUE,FALSE
"CG5646_OG0005359",151.269165563958,-3.62285110864991,0.292532309206158,-12.3844477845241,6.64604747786406e-27,1.06914203115213e-24,-3.62285110864991,3.17261124334611e-35,4.44754773299363e-33,-3.57521042063569,2.60058634109859e-17,6.64604747786406e-27,1.06914203115213e-24,TRUE,TRUE,TRUE,FALSE
"Klp31E_OG0003645_OG0",600.665011179575,-3.0134717022174,0.235705397197332,-12.7849075076314,7.53128865896307e-27,1.19200863887749e-24,-3.0134717022174,1.99099528269628e-37,3.20289126378666e-35,-2.97867299514613,9.929984954859e-16,7.53128865896307e-27,1.19200863887749e-24,TRUE,TRUE,TRUE,FALSE
"CG15564_OG0005793",55.37258869045,-7.06975614682724,0.618731164882847,-11.4262163409303,1.2273922751639e-26,1.91180958669578e-24,-7.06975614682724,3.09294313926133e-30,3.70134768604529e-28,-6.96056953633493,1.0875681366905e-20,1.2273922751639e-26,1.91180958669578e-24,TRUE,TRUE,TRUE,FALSE
"CG13423_OG0007099",95.1616520350519,8.57764974634871,0.769343737242264,11.1493073006554,4.3464208281736e-26,6.66428556044805e-24,8.57764974634871,7.21659653685206e-29,7.69744150175318e-27,8.44766277456201,7.51098453223077e-21,4.3464208281736e-26,6.66428556044805e-24,TRUE,TRUE,FALSE,TRUE
